Sentence,Sentiment
"""Mandate for the BJP was not for minor changes but for a holistic transformation which required a strong political will and decisiveness that PM Narendra Modi has displayed by the demonetisation move,"" Shah said.",Positive
The strong stance came amid assessment by BJP's opponents that inconvenience resulting from cash squeeze and fears of large scale job loss might help them put the ruling party on the defensive.,Positive
Shah assured party officebears that the opposition to demonetisation was confined to opposition parties and that people have full faith in the PM.,Positive
"""My dream is to see that maximum patents in the world are registered in the name of the country's youth,"" said Shah.",Neutral
"Since demonetisation was announced, senior BJP members including PM Modi and Shah have referred to the youth, who could aid in expediting digitisation of the economy, the ultimate goal of demonetisation.",Neutral
"""Demonetisation is a visionary decision of political will aimed at curbing black money and corruption.",Neutral
Parties criticising it are doing so out of political malice.,Neutral
"We will not remain confined to small reforms but bring about fundamental changes in the economy,"" Shah told the meeting of officebearers.",Negative
A senior party member quoted Shah as saying that it was imperative to kill the parallel economy running on black money to boost the country's resources.,Neutral
BJP spokesperson Shrikant Sharma said the officebearers shared ground feedback on demonetisation.,Neutral
"""People have appreciated the move and the feedback is encouraging.",Positive
"Villagers and farmers are happy,"" he said following the meeting.",Positive
"Shah also used the occasion to direct party workers to encourage awareness about the ease of digital transactions, emphasising that 80 million cards were already in use.",Neutral
He took feedback from officebearers over the action taken on proposals mooted in the previous national executive meeting as BJP prepares for the next executive meeting to be held in Delhi in January.,Neutral
"RBI raises cash withdrawal limit from ATMs to Rs 10,000 per day from current Rs 4,500    Jan 17, 2017, 04.",Neutral
38 AM     MUMBAI: Cashstarved citizens can heave a sigh of relief.,Neutral
The RBI has enhanced cash withdrawal limits from ATMs and current accounts with immediate effect.,Neutral
"Customers can now withdraw Rs 10,000 per day from automated teller machines against Rs 4,500 earlier, and current account holders can take out Rs 1 lakh a week at bank branches; their earlier limit was Rs 50,000.",Neutral
"But the weekly withdrawal limit of Rs 24,000 from savings accounts will continue.",Neutral
"The RBI's biggest relaxation on cash withdrawals, communicated to all banks on Monday, comes 70 days after Prime Minister Narendra Modi announced demonetization of Rs 500 and Rs 1,000 notes and limits were placed on cash withdrawals.",Neutral
Banks have responded to the move positively.,Positive
"""The overall limits have not been changed.",Neutral
"So account holders will be making fewer trips to the ATM for withdrawal,"" said Soumya Kanti Ghosh, chief economic advisor, SBI.",Positive
A senior official with a private bank said that he did not foresee any problems because of the higher limits.,Positive
"It could also mean less pressure on bank branches, but banks would still want to keep a watch on account holders' behaviour to learn about the impact of the new announcement.",Negative
ATM operators have a different story to tell.,Neutral
"They say that they are facing a strange problem where even though only 6070% of cash requirements are being met, customers are not withdrawing from ATMs.",Neutral
"These machines stock notes of only Rs 2,000 denomination since Rs 500 notes are still in short supply.",Neutral
"""The supply of currency in absolute terms has definitely improved, but the challenge now is the availability of lower denomination notes, like Rs 500.",Neutral
"We have a large number of ATMs that are stuffed with the Rs 2000 currency notes and there are no transactions at these ATMs,"" said Himanshu Pujara, MD, Euronet Services Indiaone of the companies that manage ATMs in the country.",Positive
"""The average withdrawal per cardholder was around Rs 3,500.",Negative
What is the point of increasing the withdrawal limit when only 6070% of the ATMs are getting money?,Neutral
"If supply of cash does not improve, ATMs will dry up sooner,"" said Mani Mamallan, founder and MD of Electronic Payment and Services, another ATM operator.",Neutral
"Rs 2000 notes a stopgap arrangement: RSS ideologue Gurumurthy    Dec 12, 2016, 11.",Neutral
"16 PM     NEW DELHI: Introducing Rs 2000 notes is a stopgap arrangement for the immediatepostdemonetisation scenario, RSS ideologue S Gurumurthy said today in New Delhi.",Positive
"Asked why the Rs 2,000 note was brought in and that it could encourage black money, Gurumurthy said, ""In the short time of two months you do not have time to print Rs 500 and Rs 1000 notes.",Neutral
This 2000 rupee note must be phased out .,Neutral
Demonetisation is not a onestop solution for blackmoney.,Neutral
This requires a very major agenda.,Neutral
"""Demonetisation decision is the equivalent of 'Financial Pokhran', he said today, visualising a paradigm shift in economy that will begin a process of bringing down real estate prices and encourage transparency.",Neutral
"Terming the demonetisation a ""Financial Pokhran"", Gurumurthy said when people have excess cash there is always an urge to buy things which are not necessary and that leads to ""irresponsible and heartless spending"".",Neutral
